year,month,State,type_of_connection,value,date,Service_provider
2010,1,Chennai,wireless,2851186.0,01-01-2010,VODAFONE IDEA
2018,12,Delhi,wireless,4890882.0,01-12-2018,BSNL
2024,8,Maharashtra,wireline,0.0,01-08-2024,OTHERS
2023,8,Mumbai,wireless,265883.0,01-08-2023,MTNL
2019,2,Punjab,wireless,5408371.0,01-02-2019,BSNL
2010,5,Rajasthan,wireline,4048.0,01-05-2010,TATA TELE
2013,7,Assam,wireless,0.0,01-07-2013,HFCL / QUADRANT
2021,1,Delhi,wireline,1330306.0,01-01-2021,MTNL
2016,4,Kerala,wireless,5154192.0,01-04-2016,HFCL / QUADRANT
2019,11,Karnataka,wireless,7320502.0,01-11-2019,BSNL
2010,5,Rajasthan,wireless,520820.0,01-05-2010,HFCL / QUADRANT
2014,7,Mumbai,wireless,4541890.0,01-07-2014,AIRTEL
2018,12,Uttar Pradesh (West),wireless,60.0,01-12-2018,RELIANCE COMMUNICATIONS
2024,5,Gujarat,wireless,30516865.0,01-05-2024,JIO
2013,3,Assam,wireless,0.0,01-03-2013,TATA TELE
2020,8,Punjab,wireline,10179972.0,01-08-2020,AIRTEL
2020,12,Himachal Pradesh,wireline,8143.0,01-12-2020,JIO
2020,9,Andhra Pradesh,wireless,118898175.0,01-09-2020,BSNL
2024,2,Maharashtra,wireless,43588462.0,01-02-2024,JIO
2013,12,Kerala,wireless,1677027.0,01-12-2013,TATA TELE
2024,7,Himachal Pradesh,wireless,1513110.0,01-07-2024,BSNL
2014,9,Bihar,wireless,5941872.0,01-09-2014,HFCL / QUADRANT
2014,5,Bihar,wireless,5410002.0,01-05-2014,HFCL / QUADRANT
2011,12,Bihar,wireline,594446.0,01-12-2011,BSNL
2016,8,Uttar Pradesh (West),wireless,11365101.0,01-08-2016,VODAFONE IDEA
2016,6,Maharashtra,wireless,527667.0,01-06-2016,HFCL / QUADRANT
2012,6,Madhya Pradesh,wireline,838846.0,01-06-2012,BSNL
2013,5,Madhya Pradesh,wireless,0.0,01-05-2013,LOOP TELECOM
2017,2,Punjab,wireless,1671225.0,01-02-2017,RELIANCE COMMUNICATIONS
2014,5,Himachal Pradesh,wireline,241307.0,01-05-2014,BSNL
2018,11,Kerala,wireline,2550.0,01-11-2018,VODAFONE IDEA
2018,7,North East 1,wireless,2132627.0,01-07-2018,JIO
2024,9,Haryana,wireline,222078.0,01-09-2024,BSNL
2022,3,Karnataka,wireline,879553.0,01-03-2022,BSNL
2024,7,Karnataka,wireline,0.0,01-07-2024,OTHERS
2020,11,Punjab,wireline,196812.0,01-11-2020,HFCL / QUADRANT
2010,2,North East 1,wireless,17289.0,01-02-2010,VODAFONE IDEA
2009,4,Uttar Pradesh (East),wireless,2453830.0,01-04-2009,MTNL
2022,1,Himachal Pradesh,wireline,87850.0,01-01-2022,BSNL
2023,10,Gujarat,wireless,21198361.0,01-10-2023,VODAFONE IDEA
2012,3,Maharashtra,wireline,270.0,01-03-2012,VODAFONE IDEA
2017,9,Haryana,wireless,7762084.0,01-09-2017,TELENOR
2019,9,Kolkata,wireless,33.0,01-09-2019,RELIANCE COMMUNICATIONS
2022,6,Himachal Pradesh,wireline,30.0,01-06-2022,VODAFONE IDEA
2014,6,Uttar Pradesh (West),wireline,270.0,01-06-2014,VODAFONE IDEA
2016,8,Maharashtra,wireless,2695324.0,01-08-2016,AIRCEL
2024,10,Delhi,wireline,976288.0,01-10-2024,MTNL
2012,6,Tamil Nadu,wireless,8890969.0,01-06-2012,RELIANCE COMMUNICATIONS
2021,3,Gujarat,wireline,79722.0,01-03-2021,TATA TELE
2010,7,Kerala,wireless,3662542.0,01-07-2010,RELIANCE COMMUNICATIONS
2017,6,Rajasthan,wireless,8308532.0,01-06-2017,VODAFONE IDEA
2015,7,ALL INDIA,wireless,47162774.0,01-07-2015,TELENOR
2013,7,Bihar,wireline,210.0,01-07-2013,VODAFONE IDEA
2024,2,ALL INDIA,wireline,643787.0,01-02-2024,OTHERS
2020,11,Madhya Pradesh,wireless,23017716.0,01-11-2020,VODAFONE IDEA
2012,11,Delhi,wireless,8597114.0,01-11-2012,VODAFONE IDEA
2012,12,Haryana,wireless,3043033.0,01-12-2012,BSNL
2009,7,Uttar Pradesh (East),wireless,6616635.0,01-07-2009,BSNL
2017,11,Kolkata,wireless,7418197.0,01-11-2017,TELENOR
2020,11,Odisha,wireless,118869047.0,01-11-2020,BSNL
2023,11,North East 1,wireless,6144465.0,01-11-2023,AIRTEL
2024,4,Himachal Pradesh,wireline,1465.0,01-04-2024,TATA TELE
2009,3,Uttarakhand,wireless,2422579.0,01-03-2009,MTNL
2011,10,Kerala,wireline,55583.0,01-10-2011,AIRTEL
2010,5,Karnataka,wireless,429770.0,01-05-2010,OTHERS
2014,9,Punjab,wireless,4769649.0,01-09-2014,VODAFONE IDEA
2014,2,Kolkata,wireless,2898424.0,01-02-2014,TATA TELE
2020,3,Rajasthan,wireline,9960.0,01-03-2020,VODAFONE IDEA
2017,4,Maharashtra,wireless,7385725.0,01-04-2017,TELENOR
2009,8,Jammu And Kashmir,wireless,1885695.0,01-08-2009,AIRTEL
2017,4,North East 1,wireless,7385725.0,01-04-2017,TELENOR
2012,12,Rajasthan,wireless,2207814.0,01-12-2012,SISTEMA / MTS
2019,5,Kolkata,wireless,1613991.0,01-05-2019,BSNL
2010,6,Tamil Nadu,wireline,467986.0,01-06-2010,AIRTEL
2020,1,Gujarat,wireline,10571.0,01-01-2020,RELIANCE COMMUNICATIONS
2013,8,Mumbai,wireless,0.0,01-08-2013,BSNL
2018,5,North East 1,wireline,108924.0,01-05-2018,BSNL
2020,5,Madhya Pradesh,wireless,13588300.0,01-05-2020,AIRTEL
2011,12,Odisha,wireless,0.0,01-12-2011,MTNL
2017,4,Mumbai,wireless,5237710.0,01-04-2017,JIO
2010,2,ALL INDIA,wireline,27900874.0,01-02-2010,BSNL
2021,4,Gujarat,wireless,2160448.0,01-04-2021,MTNL
2018,6,Uttar Pradesh (East),wireline,362574.0,01-06-2018,BSNL
2011,6,North East 1,wireless,224701.0,01-06-2011,VODAFONE IDEA
2014,7,Bihar,wireless,9471733.0,01-07-2014,RELIANCE COMMUNICATIONS
2011,1,Odisha,wireless,2821188.0,01-01-2011,MTNL
2009,3,Delhi,wireless,2405168.0,01-03-2009,VODAFONE IDEA
2021,3,Haryana,wireless,5055231.0,01-03-2021,BSNL
2013,3,Bihar,wireless,18596.0,01-03-2013,VIDEOCON
2009,3,Andaman And Nicobar Islands,wireline,19355.0,01-03-2009,BSNL
2009,3,North East 1,wireless,920268.0,01-03-2009,AIRTEL
2023,1,ALL INDIA,wireless,2755595.0,01-01-2023,MTNL
2012,1,ALL INDIA,wireless,5738729.0,01-01-2012,MTNL
2022,7,Assam,wireline,12122.0,01-07-2022,AIRTEL
2023,8,Odisha,wireless,14387768.0,01-08-2023,JIO
2009,6,North East 1,wireless,273793.0,01-06-2009,VODAFONE IDEA
2014,10,Odisha,wireless,1089876.0,01-10-2014,MTNL
2011,1,Uttar Pradesh (West),wireless,700576.0,01-01-2011,OTHERS
2010,9,Odisha,wireline,3793.0,01-09-2010,RELIANCE COMMUNICATIONS
2010,2,Kerala,wireless,4125889.0,01-02-2010,VODAFONE IDEA
2014,8,West Bengal,wireline,30.0,01-08-2014,VODAFONE IDEA
2025,2,Kolkata,wireless,4889056.0,01-02-2025,VODAFONE IDEA
2011,8,Maharashtra,wireless,0.0,01-08-2011,OTHERS
2016,10,Kolkata,wireless,6459553.0,01-10-2016,HFCL / QUADRANT
2024,9,Gujarat,wireline,292293.0,01-09-2024,AIRTEL
2014,7,Himachal Pradesh,wireless,2308385.0,01-07-2014,MTNL
2012,11,Assam,wireless,374823.0,01-11-2012,VODAFONE IDEA
2013,10,Rajasthan,wireless,0.0,01-10-2013,VIDEOCON
2009,2,Tamil Nadu,wireless,3215802.0,01-02-2009,BSNL
2020,9,Madhya Pradesh,wireline,11785.0,01-09-2020,TATA TELE
2010,10,Uttar Pradesh (East),wireless,11975236.0,01-10-2010,VODAFONE IDEA
2022,2,Maharashtra,wireline,10245.0,01-02-2022,RELIANCE COMMUNICATIONS
2021,11,Maharashtra,wireless,113131679.0,01-11-2021,BSNL
2024,6,Bihar,wireless,0.0,01-06-2024,RELIANCE COMMUNICATIONS
2018,2,Punjab,wireline,121130.0,01-02-2018,AIRTEL
2012,9,Assam,wireless,0.0,01-09-2012,ETISALAT
2019,1,West Bengal,wireless,12263311.0,01-01-2019,JIO
2010,9,Uttar Pradesh (East),wireless,80.0,01-09-2010,LOOP TELECOM
2015,4,Delhi,wireline,21060.0,01-04-2015,VODAFONE IDEA
2022,1,Assam,wireline,2970.0,01-01-2022,VODAFONE IDEA
2010,2,Punjab,wireless,327792.0,01-02-2010,HFCL / QUADRANT
2015,7,Himachal Pradesh,wireless,81637.0,01-07-2015,TATA TELE
2021,12,Bihar,wireless,114306917.0,01-12-2021,BSNL
2012,4,Rajasthan,wireless,14546216.0,01-04-2012,AIRTEL
2013,2,Mumbai,wireline,0.0,01-02-2013,BSNL
2021,6,Haryana,wireless,5563549.0,01-06-2021,AIRTEL
2012,7,Uttar Pradesh (East),wireline,0.0,01-07-2012,SISTEMA / MTS
2015,3,Uttar Pradesh (East),wireline,15802.0,01-03-2015,TATA TELE
2009,1,Bihar,wireless,6851526.0,01-01-2009,AIRTEL
2019,6,Rajasthan,wireline,11617.0,01-06-2019,TATA TELE
2013,1,Assam,wireless,0.0,01-01-2013,TATA TELE
2017,8,Uttar Pradesh (West),wireless,15988204.0,01-08-2017,VODAFONE IDEA
2015,8,Uttar Pradesh (West),wireline,20349.0,01-08-2015,AIRTEL
2016,6,Odisha,wireless,1270970.0,01-06-2016,MTNL
2018,10,West Bengal,wireline,120.0,01-10-2018,VODAFONE IDEA
2015,10,Mumbai,wireless,4192408.0,01-10-2015,VODAFONE IDEA
2024,9,Delhi,wireline,978856.0,01-09-2024,MTNL
2017,7,Assam,wireless,1007338.0,01-07-2017,RELIANCE COMMUNICATIONS
2012,2,Maharashtra,wireless,15568.0,01-02-2012,ETISALAT
2016,2,Delhi,wireline,130991.0,01-02-2016,TATA TELE
2023,1,Mumbai,wireline,1301548.0,01-01-2023,MTNL
2016,9,West Bengal,wireless,1288665.0,01-09-2016,MTNL
2012,9,Kolkata,wireless,4096.0,01-09-2012,VIDEOCON
2013,2,Himachal Pradesh,wireless,700377.0,01-02-2013,AIRCEL
2009,7,Maharashtra,wireless,4995477.0,01-07-2009,TATA TELE
2022,12,Uttar Pradesh (East),wireless,1068028.0,01-12-2022,MTNL
2010,12,Odisha,wireless,2497262.0,01-12-2010,TATA TELE
2009,3,Haryana,wireline,3384.0,01-03-2009,RELIANCE COMMUNICATIONS
2019,10,Haryana,wireless,9072816.0,01-10-2019,JIO
2014,6,Uttar Pradesh (East),wireless,10391611.0,01-06-2014,BSNL
2017,4,Rajasthan,wireless,21204473.0,01-04-2017,AIRTEL
2009,10,Jammu And Kashmir,wireless,2421.0,01-10-2009,VODAFONE IDEA
2013,5,Karnataka,wireless,1986976.0,01-05-2013,SISTEMA / MTS
2013,1,Jammu And Kashmir,wireless,208269.0,01-01-2013,VODAFONE IDEA
2011,5,ALL INDIA,wireless,57061824.0,01-05-2011,AIRCEL
2017,2,Bihar,wireless,9308364.0,01-02-2017,TELENOR
2015,10,Mumbai,wireline,16650.0,01-10-2015,VODAFONE IDEA
2024,6,North East 1,wireless,1228962.0,01-06-2024,BSNL
2013,12,Assam,wireless,2979460.0,01-12-2013,VIDEOCON
2014,3,Kolkata,wireless,860703.0,01-03-2014,BSNL
2015,3,Uttar Pradesh (West),wireline,20235.0,01-03-2015,AIRTEL
2014,4,Uttar Pradesh (East),wireless,1969864.0,01-04-2014,VIDEOCON
2017,3,Odisha,wireline,279674.0,01-03-2017,BSNL
2016,8,Odisha,wireless,4176201.0,01-08-2016,VODAFONE IDEA
2011,8,Delhi,wireless,2211757.0,01-08-2011,AIRCEL
2022,6,ALL INDIA,wireline,1586221.0,01-06-2022,TATA TELE
2012,10,Kerala,wireline,3000880.0,01-10-2012,BSNL
2024,6,Delhi,wireless,16594301.0,01-06-2024,VODAFONE IDEA
2021,7,Gujarat,wireline,130994.0,01-07-2021,AIRTEL
2014,10,Uttar Pradesh (West),wireless,2424857.0,01-10-2014,HFCL / QUADRANT
2009,1,Bihar,wireless,3952107.0,01-01-2009,BPL MOBILE
2017,8,Gujarat,wireless,5142470.0,01-08-2017,BSNL
2021,9,Kolkata,wireless,10351062.0,01-09-2021,JIO
2024,12,Punjab,wireless,91729737.0,01-12-2024,BSNL
2013,10,Delhi,wireless,3158515.0,01-10-2013,AIRCEL
2012,11,Andhra Pradesh,wireline,5340.0,01-11-2012,VODAFONE IDEA
2019,11,Mumbai,wireless,1193720.0,01-11-2019,MTNL
2013,6,ALL INDIA,wireless,124968107.0,01-06-2013,VODAFONE IDEA
2019,1,Bihar,wireline,219952.0,01-01-2019,BSNL
2009,5,Bihar,wireline,1377608.0,01-05-2009,BSNL
2009,9,Karnataka,wireline,87867.0,01-09-2009,TATA TELE
2013,12,Uttar Pradesh (West),wireless,293125.0,01-12-2013,SISTEMA / MTS
2020,1,Kerala,wireless,10972574.0,01-01-2020,BSNL
2013,10,North East 1,wireless,0.0,01-10-2013,VIDEOCON
2021,4,Delhi,wireless,443.0,01-04-2021,RELIANCE COMMUNICATIONS
2009,1,Maharashtra,wireless,4155953.0,01-01-2009,TATA TELE
2024,12,Karnataka,wireless,4571164.0,01-12-2024,BSNL
2019,12,Kolkata,wireless,6354972.0,01-12-2019,AIRTEL
2024,3,Jammu And Kashmir,wireline,0.0,01-03-2024,OTHERS
2021,8,Bihar,wireless,11076397.0,01-08-2021,VODAFONE IDEA
2010,2,Delhi,wireline,943770.0,01-02-2010,AIRTEL
2021,3,Assam,wireline,3390.0,01-03-2021,VODAFONE IDEA
2012,1,Kolkata,wireline,30431.0,01-01-2012,TATA TELE
2017,3,Karnataka,wireless,9560816.0,01-03-2017,VODAFONE IDEA
2009,1,Karnataka,wireless,2008493.0,01-01-2009,MTNL
2019,7,Jammu And Kashmir,wireless,2202615.0,01-07-2019,MTNL
2013,9,Karnataka,wireless,6586224.0,01-09-2013,VODAFONE IDEA
2010,3,Delhi,wireless,1119338.0,01-03-2010,AIRCEL
2015,7,Delhi,wireless,6098302.0,01-07-2015,VODAFONE IDEA
2015,8,West Bengal,wireless,1245247.0,01-08-2015,MTNL
2012,8,Assam,wireless,128370.0,01-08-2012,TATA TELE
2011,6,Odisha,wireline,4015.0,01-06-2011,RELIANCE COMMUNICATIONS
2020,9,Odisha,wireline,1519.0,01-09-2020,RELIANCE COMMUNICATIONS
2013,12,Haryana,wireline,26749.0,01-12-2013,TATA TELE
2013,3,Delhi,wireless,9292512.0,01-03-2013,AIRTEL
2024,5,Bihar,wireline,624048.0,01-05-2024,JIO
2010,12,Haryana,wireless,2315524.0,01-12-2010,HFCL / QUADRANT
2017,11,Haryana,wireline,38108.0,01-11-2017,TATA TELE
2016,3,Mumbai,wireline,1888655.0,01-03-2016,MTNL
2022,4,Maharashtra,wireless,36446587.0,01-04-2022,JIO
2012,1,Delhi,wireless,0.0,01-01-2012,BSNL
2014,4,Kolkata,wireless,3895131.0,01-04-2014,AIRTEL
2015,10,Maharashtra,wireless,12304105.0,01-10-2015,AIRTEL
2023,9,Karnataka,wireless,6586621.0,01-09-2023,VODAFONE IDEA
2017,8,Punjab,wireless,5986127.0,01-08-2017,JIO
2011,12,Kerala,wireless,0.0,01-12-2011,MTNL
2017,9,Odisha,wireline,261775.0,01-09-2017,BSNL
2009,10,Rajasthan,wireless,1168463.0,01-10-2009,AIRCEL
2012,4,Karnataka,wireless,5720390.0,01-04-2012,VODAFONE IDEA
2014,2,Haryana,wireline,455051.0,01-02-2014,BSNL
2017,3,Rajasthan,wireless,1301847.0,01-03-2017,SISTEMA / MTS
2016,5,Kerala,wireless,2318569.0,01-05-2016,MTNL
2010,1,North East 1,wireless,498235.0,01-01-2010,RELIANCE COMMUNICATIONS
2011,2,Karnataka,wireless,855328.0,01-02-2011,TELENOR
2018,6,Karnataka,wireline,654011.0,01-06-2018,AIRTEL
2012,12,Tamil Nadu,wireless,2172759.0,01-12-2012,VODAFONE IDEA
2018,3,Tamil Nadu,wireline,117849.0,01-03-2018,TATA TELE
2022,1,West Bengal,wireline,2464.0,01-01-2022,TATA TELE
2014,7,Himachal Pradesh,wireline,4858.0,01-07-2014,RELIANCE COMMUNICATIONS
2024,6,Gujarat,wireless,85581027.0,01-06-2024,BSNL
2015,6,Tamil Nadu,wireless,6172013.0,01-06-2015,RELIANCE COMMUNICATIONS
2024,5,Uttar Pradesh (East),wireless,233680.0,01-05-2024,MTNL
2024,8,Mumbai,wireline,993358.0,01-08-2024,JIO
2019,5,West Bengal,wireless,23663966.0,01-05-2019,VODAFONE IDEA
2014,7,Maharashtra,wireline,8970.0,01-07-2014,VODAFONE IDEA
2015,1,Gujarat,wireless,6814299.0,01-01-2015,TELENOR
2022,4,Bihar,wireline,277730.0,01-04-2022,JIO
2013,3,Andhra Pradesh,wireline,125844.0,01-03-2013,AIRTEL
2009,3,Kerala,wireless,3090388.0,01-03-2009,BSNL
2024,6,North East 1,wireless,85581027.0,01-06-2024,BSNL
2023,2,Odisha,wireline,4.0,01-02-2023,RELIANCE COMMUNICATIONS
2020,3,Uttar Pradesh (West),wireline,209990.0,01-03-2020,BSNL
2025,3,Kolkata,wireless,0.0,01-03-2025,RELIANCE COMMUNICATIONS
2016,9,Punjab,wireless,1288665.0,01-09-2016,MTNL
2013,8,Kolkata,wireless,4278873.0,01-08-2013,RELIANCE COMMUNICATIONS
2017,12,Rajasthan,wireless,5504734.0,01-12-2017,BSNL
2014,9,Mumbai,wireless,1080844.0,01-09-2014,MTNL
2014,12,Odisha,wireless,3909753.0,01-12-2014,AIRCEL
2015,1,Punjab,wireless,7233658.0,01-01-2015,TELENOR
2009,4,Mumbai,wireline,271569.0,01-04-2009,AIRTEL
2016,1,Odisha,wireless,6750284.0,01-01-2016,HFCL / QUADRANT
2019,11,Madhya Pradesh,wireless,2187738.0,01-11-2019,MTNL
2014,11,Gujarat,wireless,2320669.0,01-11-2014,MTNL
2013,4,Kolkata,wireless,2893679.0,01-04-2013,TATA TELE
2009,5,Tamil Nadu,wireless,2256862.0,01-05-2009,LOOP TELECOM
2009,2,Andaman And Nicobar Islands,wireless,17099390.0,01-02-2009,MTNL
2015,8,ALL INDIA,wireline,3494468.0,01-08-2015,AIRTEL
2014,1,Haryana,wireless,4808021.0,01-01-2014,VODAFONE IDEA
2023,2,ALL INDIA,wireless,94104.0,01-02-2023,BSNL
2014,5,Madhya Pradesh,wireless,10773067.0,01-05-2014,AIRTEL
2013,9,Uttar Pradesh (West),wireless,5269519.0,01-09-2013,OTHERS
2011,6,Maharashtra,wireless,9541113.0,01-06-2011,RELIANCE COMMUNICATIONS
2012,7,Uttar Pradesh (West),wireless,0.0,01-07-2012,OTHERS
2023,7,Kerala,wireless,98066119.0,01-07-2023,BSNL
2017,11,North East 1,wireline,113931.0,01-11-2017,BSNL
2019,11,Kerala,wireline,62983.0,01-11-2019,AIRTEL
2017,7,Madhya Pradesh,wireless,2318416.0,01-07-2017,MTNL
2019,10,West Bengal,wireline,1654.0,01-10-2019,RELIANCE COMMUNICATIONS
2014,1,Mumbai,wireless,7113051.0,01-01-2014,VODAFONE IDEA
2012,9,Andhra Pradesh,wireline,3840.0,01-09-2012,VODAFONE IDEA
2013,10,Uttar Pradesh (East),wireless,0.0,01-10-2013,LOOP TELECOM
2014,6,Jammu And Kashmir,wireless,5550225.0,01-06-2014,HFCL / QUADRANT
2009,5,Andaman And Nicobar Islands,wireless,4235023.0,01-05-2009,LOOP TELECOM
2013,4,Karnataka,wireless,16227454.0,01-04-2013,AIRTEL
2012,7,Rajasthan,wireline,6209.0,01-07-2012,TATA TELE
2021,11,Punjab,wireless,8932142.0,01-11-2021,VODAFONE IDEA
2015,9,Uttar Pradesh (East),wireless,809074.0,01-09-2015,SISTEMA / MTS
2014,11,West Bengal,wireless,3737214.0,01-11-2014,VODAFONE IDEA
2023,4,Uttar Pradesh (West),wireline,116647.0,01-04-2023,AIRTEL
2009,8,Haryana,wireless,1988621.0,01-08-2009,RELIANCE COMMUNICATIONS
2023,5,Andhra Pradesh,wireless,30638869.0,01-05-2023,JIO
2019,6,Tamil Nadu,wireless,811497.0,01-06-2019,BSNL
2024,4,Tamil Nadu,wireless,236821.0,01-04-2024,MTNL
2024,10,Madhya Pradesh,wireline,52411.0,01-10-2024,TATA TELE
2012,6,Rajasthan,wireless,0.0,01-06-2012,ETISALAT
2020,6,Uttar Pradesh (East),wireline,7575.0,01-06-2020,TATA TELE
2009,3,Jammu And Kashmir,wireless,1633719.0,01-03-2009,AIRTEL
2017,7,Tamil Nadu,wireless,20996483.0,01-07-2017,AIRCEL
2022,11,Haryana,wireless,6459040.0,01-11-2022,AIRTEL
2014,4,Andhra Pradesh,wireline,122449.0,01-04-2014,AIRTEL
2013,9,Assam,wireline,840.0,01-09-2013,VODAFONE IDEA
2022,12,Gujarat,wireless,27017956.0,01-12-2022,JIO
2017,8,Tamil Nadu,wireless,19176580.0,01-08-2017,AIRTEL
2016,11,Delhi,wireline,174156.0,01-11-2016,RELIANCE COMMUNICATIONS
2022,4,Bihar,wireless,5492014.0,01-04-2022,BSNL
2010,8,Uttar Pradesh (West),wireless,6512136.0,01-08-2010,VODAFONE IDEA
2015,2,Delhi,wireless,6902829.0,01-02-2015,HFCL / QUADRANT
2021,9,Karnataka,wireline,242814.0,01-09-2021,TATA TELE
2011,5,Punjab,wireless,4101191.0,01-05-2011,VODAFONE IDEA
2023,4,Madhya Pradesh,wireless,1689493.0,01-04-2023,MTNL
2016,4,Uttar Pradesh (East),wireline,15390.0,01-04-2016,TATA TELE
2012,8,Andhra Pradesh,wireless,1964589.0,01-08-2012,AIRCEL
2011,8,Bihar,wireless,5395716.0,01-08-2011,VODAFONE IDEA
2012,2,Kolkata,wireline,31082.0,01-02-2012,TATA TELE
2021,4,Karnataka,wireless,117224648.0,01-04-2021,BSNL
2014,6,Punjab,wireless,957827.0,01-06-2014,AIRCEL
2013,10,Gujarat,wireless,2669215.0,01-10-2013,TATA TELE
2010,7,Assam,wireless,120691.0,01-07-2010,VODAFONE IDEA
2011,9,Bihar,wireless,4836771.0,01-09-2011,AIRCEL
2015,6,Uttar Pradesh (West),wireline,20139.0,01-06-2015,AIRTEL
2015,6,Karnataka,wireless,2338929.0,01-06-2015,MTNL
2014,12,Madhya Pradesh,wireless,11084420.0,01-12-2014,AIRTEL
2010,5,Maharashtra,wireless,2443115.0,01-05-2010,MTNL
2017,2,Madhya Pradesh,wireless,5250919.0,01-02-2017,HFCL / QUADRANT
2024,5,Uttar Pradesh (West),wireline,171936.0,01-05-2024,AIRTEL
2011,7,Himachal Pradesh,wireless,0.0,01-07-2011,TELENOR
2025,3,Assam,wireline,0.0,01-03-2025,OTHERS
2024,7,Odisha,wireline,0.0,01-07-2024,MTNL
2010,3,Bihar,wireless,470413.0,01-03-2010,OTHERS
2024,9,Punjab,wireless,6266553.0,01-09-2024,VODAFONE IDEA
2020,12,Gujarat,wireless,11444492.0,01-12-2020,AIRTEL
2021,2,Bihar,wireless,118336288.0,01-02-2021,BSNL
2017,1,Jammu And Kashmir,wireless,5541151.0,01-01-2017,HFCL / QUADRANT
2014,3,Maharashtra,wireless,2307731.0,01-03-2014,MTNL
2012,3,Gujarat,wireless,16006620.0,01-03-2012,VODAFONE IDEA
2011,2,Punjab,wireless,3869401.0,01-02-2011,RELIANCE COMMUNICATIONS
2023,3,North East 1,wireless,0.0,01-03-2023,RELIANCE COMMUNICATIONS
2014,5,Kolkata,wireline,42087.0,01-05-2014,TATA TELE
2015,2,Gujarat,wireless,18619301.0,01-02-2015,VODAFONE IDEA
2016,9,Kolkata,wireless,5575130.0,01-09-2016,VODAFONE IDEA
2020,11,Jammu And Kashmir,wireline,0.0,01-11-2020,TATA TELE
2010,1,Tamil Nadu,wireless,4432849.0,01-01-2010,BSNL
2016,3,West Bengal,wireless,4815881.0,01-03-2016,AIRCEL
2015,3,Karnataka,wireless,7894841.0,01-03-2015,VODAFONE IDEA
2024,4,Madhya Pradesh,wireline,577785.0,01-04-2024,AIRTEL
2025,3,Bihar,wireline,5337.0,01-03-2025,VODAFONE IDEA
2013,10,Odisha,wireline,3715.0,01-10-2013,RELIANCE COMMUNICATIONS
2012,9,Uttar Pradesh (West),wireline,0.0,01-09-2012,HFCL / QUADRANT
2024,4,North East 1,wireline,0.0,01-04-2024,RELIANCE COMMUNICATIONS
2017,1,North East 1,wireline,150.0,01-01-2017,VODAFONE IDEA
2017,1,Mumbai,wireless,2768781.0,01-01-2017,TATA TELE
2016,1,Gujarat,wireless,2339526.0,01-01-2016,MTNL
2020,2,Jammu And Kashmir,wireless,610300.0,01-02-2020,VODAFONE IDEA
2014,10,Tamil Nadu,wireless,3565196.0,01-10-2014,VODAFONE IDEA
2015,11,Rajasthan,wireless,18874200.0,01-11-2015,AIRTEL
2013,5,Kerala,wireless,3531005.0,01-05-2013,AIRTEL
2019,7,Delhi,wireline,1500205.0,01-07-2019,AIRTEL
2018,12,Haryana,wireline,150.0,01-12-2018,VODAFONE IDEA
2010,1,Uttar Pradesh (West),wireless,672262.0,01-01-2010,AIRCEL
2016,6,ALL INDIA,wireline,3483888.0,01-06-2016,MTNL
2024,11,Mumbai,wireless,11.0,01-11-2024,RELIANCE COMMUNICATIONS
2023,2,Assam,wireline,7063268.0,01-02-2023,MTNL
2024,5,Mumbai,wireless,10117220.0,01-05-2024,AIRTEL
2009,6,Rajasthan,wireless,2493846.0,01-06-2009,MTNL
2009,12,Uttar Pradesh (East),wireless,367940.0,01-12-2009,SISTEMA / MTS
2015,5,Jammu And Kashmir,wireless,7455631.0,01-05-2015,HFCL / QUADRANT
2011,4,Gujarat,wireline,116300.0,01-04-2011,RELIANCE COMMUNICATIONS
2025,4,Assam,wireline,2520.0,01-04-2025,VODAFONE IDEA
2011,4,Himachal Pradesh,wireline,14542.0,01-04-2011,TATA TELE
2014,1,Uttar Pradesh (East),wireless,2946614.0,01-01-2014,LOOP TELECOM
2009,10,Delhi,wireless,88214139.0,01-10-2009,HFCL / QUADRANT
2012,9,Madhya Pradesh,wireless,0.0,01-09-2012,OTHERS
2013,3,Kolkata,wireless,1372181.0,01-03-2013,VODAFONE IDEA
2014,7,Kerala,wireless,2308385.0,01-07-2014,MTNL
2016,9,Himachal Pradesh,wireless,176772.0,01-09-2016,JIO
2017,12,North East 1,wireless,1285081.0,01-12-2017,MTNL
2021,11,Tamil Nadu,wireless,59984.0,01-11-2021,BSNL
2017,1,Uttar Pradesh (West),wireless,8437286.0,01-01-2017,TELENOR
2022,4,Madhya Pradesh,wireline,5.0,01-04-2022,RELIANCE COMMUNICATIONS
2017,1,ALL INDIA,wireline,267845.0,01-01-2017,HFCL / QUADRANT
2015,7,Madhya Pradesh,wireless,2341960.0,01-07-2015,MTNL
2009,12,Chennai,wireless,93795613.0,01-12-2009,HFCL / QUADRANT
2023,10,Punjab,wireless,4046789.0,01-10-2023,BSNL
2011,6,Jammu And Kashmir,wireline,215276.0,01-06-2011,BSNL
2012,3,Karnataka,wireline,490490.0,01-03-2012,AIRTEL
2023,6,Mumbai,wireless,6205219.0,01-06-2023,BSNL
2016,1,Karnataka,wireless,3044664.0,01-01-2016,AIRCEL
2016,4,Mumbai,wireless,1254236.0,01-04-2016,MTNL
2019,6,ALL INDIA,wireless,331255614.0,01-06-2019,JIO
2019,9,Gujarat,wireline,97626.0,01-09-2019,AIRTEL
2021,2,Maharashtra,wireless,6868164.0,01-02-2021,BSNL
